,User,Rating,Review,Product_Url
26,"avvu
Eye Color Brown
Hair color Brunette
Skin Tone Light
Skin Type Combination",5 stars,"Too strong for my face, but, I use this in combination with the nianicimide zinc to clear my body acne and ingrown hairs (from waxing!). It took a few months to see full results, but it worked beautifully, and I am no longer embarrassed about my body acne!",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
27,"ShlynnShady
Eye Color Blue
Hair color Brunette
Skin Tone Fair
Skin Type Combination",3 stars,"I bought this product because it is simple and cost-effective. I know that you need to ease in when using glycolic acid but I have found that my skin just hasn't gotten used to it. I'm also having dry/irritated skin during the winter months, and I haven't used any of my actives in awhile. Perhaps this product will work better for me in the summer but right now it causes quite a bit of stinging and irritation. I'm holding out hope for the summer months but only time will tell!
…read more",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
28,"jacjacattack001
Eye Color Green
Hair color Brunette
Skin Tone Porcelain
Skin Type Combination",3 stars,"Great product, maintains my skin where it is. Need something a little stronger for my skin, but great product for the price",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
29,"zkay
Eye Color Brown
Hair color Black
Skin Tone Medium
Skin Type Dry",3 stars,"My skin is dry in the winter and combo in the summer and I am a little acne-prone. I was hoping that this toner would improve my overall complexion. I used this toner for almost two weeks straight during the winter and didn’t feel like I noticed a difference...That said, it is dirt cheap for quite a lot of product. I have heard a lot of great things about this product but just didn’t feel like it worked for me.",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
30,"Scottjhnsn
Hair color Brunette
Skin Tone Medium
Skin Type Combination",5 stars,Frickin love this stuff! It’s inexpensive and it’s been effective exfoliating my oily/combo dry skin gently. But be fair warning to heed the directions(or remember to read them carefully)because it’s powerful stuff. I got bit of a sunburn so I had to get a sunscreen. I wish Sephora would get their sunscreen.,https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
31,"bdfrommi
Skin Tone Dark
Skin Type Combination",4 stars,"Holy grail product. Effective and economical. The Ordinary could charger 3x the price of the this product, but I’m so glad they don’t. I have combination oily skin. I used to get small white bumps on my chin in the morning. After a facial an esthetician adviser I could get rid of those oily bumps with a glycolic acid. I use this product nightly around three times a week. This is a strong product. I have incurred micro tears to the skin from aggressive application and overuse. Only apply at night and do not use this product everyday. This product 100% works for reducing acne related to over production of oils on the face.
…read more",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
32,"annaesmeraldaa
Eye Color Green
Hair color Black
Skin Tone Medium
Skin Type Combination",5 stars,"I’m on my second bottle, this stuff makes my skin glow like no other!",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
33,"Mykegirl
Eye Color Brown
Hair color Brunette
Skin Tone Light
Skin Type Oily",5 stars,"This is amazing! Since I was teenager,I have struggled with clogged pores/blackheads.Tried multiple products over the years.I am now 53 and things are not slowing down.If anything they have stepped up a bit due to hormonal changes with menopause.Within a week or so or starting this product,my pores were CLEAR!!! I can’t even FIND a clogged pore.I wish I had discovered this years ago.So happy!",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
34,"mana576
Eye Color Brown
Hair color Brunette
Skin Tone Fair
Skin Type Dry",5 stars,"I have finished my bottle! I will be buying another. It helps with acne and doesn't dry out your face. When I've been out late and too tired to do my whole skin routine, I just put this on.",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
35,"CordeliaK
Eye Color Hazel
Hair color Auburn
Skin Tone Light
Skin Type Combination",5 stars,"I have been using this once a day, everyday for months. It has evened out my skin better than physical exfoliation.",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
36,"keshinihallock
Eye Color Brown
Hair color Brunette
Skin Tone Olive
Skin Type Oily",5 stars,"Don’t use it everyday! 2-3 times a week works, It gets everything out and leaves skin looking greatt !!",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
37,"liveasone
Eye Color Blue
Hair color Brunette
Skin Tone Light
Skin Type Combination",3 stars,"I love this Brand, but not a fan if this product. Leaves my face very sticky?!?!?!? I know this is a highly favored product and so I’ll have to investigate into why this leaves a sticky film behind. The tackiness doesn't dissipate either.",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
38,"jen101
Eye Color Blue
Hair color Red
Skin Tone Medium
Skin Type Combination",5 stars,I’m loving this!!! I didn’t expect much from this product due to the price; boy was I completely wrong!!,https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
39,"LittleSuzy2112
Eye Color Hazel
Hair color Black
Skin Tone Olive
Skin Type Oily",5 stars,My skin looks and feels great in the morning. Great product and great price!,https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
40,"katieer
Eye Color Brown
Hair color Brunette
Skin Tone Medium
Skin Type Oily",5 stars,"I have used this the past two nights. When I looked in the mirror today and saw that ALL of the blackheads that cover my nose disappeared I immediately got on here to review this product. WOW! I was to the point of considering a facial or peel of any kind because I was desperate for my pores to get cleaned out so they wouldn't be so big and obvious - this delivered! It of course tingled a bit the first couple of uses due to the ingredients, but that was expected. Use it at night!
…read more",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
41,"rozkamyab
Eye Color Brown
Hair color Brunette
Skin Tone Medium
Skin Type Combination",5 stars,Actually glowing skin! Use it for at least a week everyday to see a difference.,https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
42,"Faustino
Eye Color Brown
Hair color Brunette
Skin Tone Tan
Skin Type Dry",4 stars,"Truly does wonder !!!! I had pores and just uneven texture in general with scaring and left over acne. I won’t say this took all of my problems away but my pores and texture are gone! I was struggling using this at first because of my very dry and sensitive skin during winter months, however if you have acne don’t give up on this just yet. Hydrate your skin properly (DRINK WATER) and you’ll be amazed by this product. So happy my skin finally cleared up!!!
…read more",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
43,"dtortilla
Eye Color Blue
Hair color Red
Skin Tone Light
Skin Type Dry",4 stars,"Great price, effective acid, not too intense on my dry skin. Used twice a week and helped keep skin clear and bright. Would recommend!",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
44,"Kait3008
Eye Color Green
Hair color Blonde
Skin Tone Porcelain
Skin Type Oily",5 stars,"This is a very strong exfoliant, I would NOT recommend for sensitive skin. However, my skin is not sensitive and tends to require stronger exfoliants to prevent dead skin buildup, and this product has been great for me. I have used it every other night for about a month and have not noticed any sensitivity, but do have some slight tingling when I apply it. My skin has improved clarity and texture and I will definitely be repurchasing-- its a great product especially for the price.
…read more",https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
45,"mcommaf
Eye Color Brown
Hair color Black
Skin Tone Medium
Skin Type Combination",5 stars,This helped to soften and brighten my skin. I use this as part of my nighttime routine and started noticing a difference almost immediately.,https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
46,"nicnic90
Eye Color Hazel
Hair color Brunette
Skin Tone Light
Skin Type Dry",5 stars,Really like this toner. It's not drying and my face feels nice and clean after. It's also very affordable. My skin has been much clearer since using this.,https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
47,"haleyjulia01
Skin Tone Medium",5 stars,Completely CHANGED the texture of my skin and did notice some reduction in dark spots/hyperpigmentation. 10/10 wow! For reference been using for +4 months now. Absolutely worth it.,https://www.sephora.com/product/the-ordinary-deciem-glycolic-acid-7-toning-solution-P427406?icid2=products%20grid:p427406
48,"1199yes
Received free product
Age 18-24
Eye Color Brown
Hair color Black
Skin Tone Medium
Skin Type Combination",5 stars,"I recieved this as a sample and I love everything about it! The texture is similar to aloe burn gel. The scent is just like freshly cut cucumbers! It feels very hydrating and soothed my skin after it was dried out from the wrong foundation. I used it after I had taken off my makeup with the makeup eraser and wanted to hydrate my skin and clean it at the same time. The sample I had was probably enough for 2 or 3 uses. I have a swollen face at the moment after having my wisdom teeth pulled so when I say it soothes it truly does! and I only needed about a blueberry size worth. I'm excited to recieve the full size!
…read more",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
49,"irishgrl131
Received free product
Age 35-44
Eye Color Blue
Hair color Brunette
Skin Tone Porcelain
Skin Type Normal",4 stars,really nice cleanser. doesnt dry out my skin and makes it feel so good. great prep for all my other Fresh products! got in my play subscription box,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
50,"hockeydiva
Eye Color Green
Hair color Brunette
Skin Tone Light
Skin Type Dry",5 stars,"This is great for sensitive skin, helped have less breakout and leaves face feeling smooth and clean. This also remove makeup and you get a lot of product for the price.",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
51,"Rrrrrrrose
Eye Color Blue
Hair color Blonde
Skin Tone Fair
Skin Type Combination",5 stars,Amazing scent and it makes your skin so soft and clean. I just love how my skin feels afterwards and how it gets rid of my makeup residue.,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
52,"KenKay30
Eye Color Brown
Hair color Black
Skin Tone Tan
Skin Type Combination",1 star,"This product honestly dried my skin out to the point where it was peeling and flaking. My skin felt rough to the touch. I broke down my whole skin care routine to figure out the reason for the dryness that just wouldn’t quit. I never even thought to look at the “gentle” “mild” “hydrating” cleanser! I even blamed the cold weather. As a last resort I switched to Kate Somerville cleanser ... in a day my skin felt back to life ! My skin is hydrated and soft to the touch!! Never ever again ! I’m done with the entire FRESH line !!!
…read more",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
53,"lizsullivan12
Received free product
Eye Color Blue
Hair color Blonde
Skin Tone Fair
Skin Type Normal",4 stars,Got this as a free sample because I’ve been wanting to try it. I’ve only used it twice now but my face feels very clean and not dried out after using. I would prefer if it was really foaming but it gets the job done. The only reason I’m not giving it 5 stars is because I really don’t enjoy the smell.,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
54,"Sukoni
Age 18-24
Eye Color Brown
Hair color Brunette
Skin Tone Medium
Skin Type Dry",1 star,It made me break out. I was so excited to use this because of the good reviews it has. It made my face feel cleaner but I wish it didn't break me out,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
55,"QueenKarma
Eye Color Brown
Hair color Black
Skin Tone Dark
Skin Type Combination",5 stars,I loved this product! Removed all of my make up and left my skin clean!,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
56,"sweetieyy
Received free product
Eye Color Brown
Hair color Brunette
Skin Tone Light
Skin Type Dry",1 star,I don't like this product at call. My face doesn't feel clean and the smell is artificial. Don't be tricked by advertisements...,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
57,"Jrydz
Eye Color Green
Hair color Blonde
Skin Tone Fair
Skin Type Normal",5 stars,I'm obsessed with this cleanser! I got the mini size for traveling without makeup remover and it's perfect. The only cleaner gentle enough to use on my eyes but still washes off even the most difficult of waterproof eyeliner and masacara. Leaves my skin feeling soft and clean but never dried out!,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
58,"Kimmie220
Hair Condition Fine
Eye Color Brown
Hair color Blonde
Skin Tone Medium
Skin Type Combination",3 stars,"The smell is eh. I can’t explain it. It doesn’t smell great but it doesn’t smell bad. Like a weird candy almost. The cleanser does what it needs to, but it’s nothing magical.",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
59,"Rebeccat1994
Eye Color Brown
Hair color Blonde
Skin Tone Porcelain
Skin Type Dry",4 stars,"I enjoyed using this, it was gentle, but it does have a cucumber smell which could bother some people. It says it removes makeup which I never do with a cleanser (I wipe my makeup off with makeup wipes then use micellar water before using a cleanser) so I can’t comment about how effective it is with removing makeup but I probably wouldn’t trust this cleaner to remove your makeup. It does froth up a bit which I enjoy and it doesn’t irritate my skin at all. I would buy again!
…read more",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
60,"sanamarina
Eye Color Hazel
Hair color Blonde
Skin Tone Fair
Skin Type Oily",1 star,"It’s my first review and I normally don’t write reviews. But! This product was recommended to me by a beauty advisor at Sephora. Recently, I started using retinol and wanted to try a new face cleanser because my was drying my skin even more after using retinol. I don’t understand how this product can have such a high rating. Before using it, I decided to read the list of the ingredients and several of them are carcinogenic or may be carcinogenic (Phenoxyethanol, Polysorbate 20, Disodium EDTA, ...). I don’t how good of a skin product it is as I haven’t even used it, but based on the list of the ingredients it is not a safe beauty product.
…read more",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
61,"mechengg
Age over 54
Eye Color Brown
Hair color Black
Skin Tone Medium
Skin Type Combination",1 star,"I bought it due to the reviews and because my shiseido ibuki facewash was too stripping. It is indeed gentle but slips around and doesn't take off eye makeup. Even with double cleansing, it failed to remove the oil from my oil cleanser. So it's completely useless for me... would be as effective washing with warm water alone.",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
62,"amberlee15
Eye Color Green
Hair color Brunette
Skin Tone Medium
Skin Type Combination",2 stars,I really wanted to love this cleanser but it really did nothing for me. I noticed it dried me out in some areas of my face and my skin would peel. The texture is nice and it smells clean but this was a no go.,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
63,"foreversearchin
Eye Color Brown
Hair color Brunette
Skin Tone Tan
Skin Type Combination",4 stars,"Originally got a sample size, then ordered the mini. I use it as my first cleanse at night (also have the strawberry exfoliating wash for the mornings) and find that 2 pea sized squeezes lather up really well. Any makeup traces left from wipes are definitely gone with this product. Just the right setup for my 2nd cleanse.",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
64,"Yennefer752
Eye Color Green
Hair color Brunette
Skin Tone Porcelain
Skin Type Dry",5 stars,This is the best cleanser I have ever used. I love that I can use it to remove my eye makeup as well. Every other cleanser has irritated my eyes and made them water up. But I have no problems with this one. I love it.,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
65,"kat4553
Eye Color Brown
Hair color Brunette
Skin Tone Fair
Skin Type Combination",1 star,"First of I have normal skin and where I live is cold . This is my second time I bought the mini one to use. Every time I use it, it dries out my skin and i believe it doesn’t clean my skin as well as my usual cleanser , which is Murad Essential C cleanser . I really wanted to love it but I can’t",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
66,"Harlocksflower1
Eye Color Hazel
Hair color Auburn
Skin Tone Medium
Skin Type Combination",5 stars,"I love this cleanser, I originally got it as a sample and loved it so much I decided to get the full size. It is absolutely amazing. It fees so good your face and is well worth the price.I've been using it for years and ask for it every Christmas and birthday, but this year I thought I'd just buy my own. Fresh is such a good brand.",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
67,"ninelc
Age 35-44
Eye Color Brown
Hair color Black
Skin Tone Light
Skin Type Dry",5 stars,This is a super gentle cleanser. It leaves my skin super soft.,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
68,"Diesel180
Eye Color Brown
Hair color Brunette
Skin Tone Medium
Skin Type Combination",5 stars,This is the best cleanser I have found. It is so gentle on the skin but cleans makeup off- even waterproof- flawlessly. I have hypersensitive skin and this product does not cause me any irritation. I never leave home without this!,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
69,"Rachel871
Eye Color Brown
Hair color Brunette
Skin Tone Fair
Skin Type Combination",5 stars,"I have combination skin and frequently have red, inflamed cheeks. This face wash is amazing for removing oil without over dying skin. I've also noticed a significant decrease in redness. It's definitely pricier than I'm used to paying for a face wash, but a little does go a long way!",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
70,"kronikcutie
Eye Color Brown
Hair color Black
Skin Tone Tan
Skin Type Combination",5 stars,"Love this face wash! It’s so gentle yet so effective , was having breakouts and it has helped tremendously!",https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
71,"missmaryannd
Eye Color Brown
Hair color Black
Skin Tone Tan
Skin Type Oily",5 stars,I use this every other day and my face feels so good after,https://www.sephora.com/product/soy-face-cleanser-P7880?icid2=products%20grid:p7880
